Rijeci,Leme
zadržati,zadržati
su,biti
mrežu,mreža
i,i
talira,talir
može,moći
toljagama,toljaga
raditi,raditi
zbog,zbog
najavila,najaviti
glumica,glumica
spojke,spojka
cortex,cortex
forum,forum
položajima,položaj
sljedeću,sljedeći
jeftin,jeftin
životopis,životopis
i,i
1,1
neočekivani,neočekivan
radova,rad
a,a
je,biti
zbog,zbog
glavnih,glavni
projekta,projekt
povoljne,povoljan
su,biti
ok,ok
glas,glas
ako,ako
ne,ne
mamine,mamin
ponovno,ponovno
plan,plan
je,biti
u,u
puno,puno
na,na
rudić,rudić
ljetni,ljetni
priručnik,priručnik
njegovo,njegov
o,o
otad,otad
od,od
55,5
modelu,model
katastrofalnom,katastrofalan
oni,oni
na,na
isporuke,isporuka
zaprijećeno,zaprijetiti
objasne,objasniti
je,biti
krenula,krenuti
dobar,dobar
puta,put
pravcu,pravac
i,i
blues,blues
ga,on
je,biti
znanstvenici,znanstvenik
iza,iza
sebi,sebe
emitiran,emitirati
i,i
to,taj
imala,imati
bi,biti
priliku,prilika
smo,biti
član,član
ugrađeni,ugraditi
and,and
austrija,austrija
osim,osim
alternativnu,alternativan
na,na
prva,prvi
konzumiranje,konzumiranje
a,a
konkurenciji,konkurencija
što,što
hodati,hodati
na,na
u,u
o,o
700,700
hvala,hvala
kilometrom,kilometar
stolu,stol
na,na
se,sebe
prije,prije
na,na
u,u
preporučujete,preporučivati
kandidature,kandidatura
smirivanje,smirivanje
i,i
leđa,leđa
dobit,dobit
je,biti
se,sebe
uvedemo,uvesti
uzela,uzeti
pozivamo,pozivati
godine,godina
sa,sa
držao,držati
glava,glava
s,sa
unatrag,unatrag
googlea,google
mogao,moći
naslov,naslov
bez,bez
studijski,studijski
kemikalijama,kemikalija
kaže,kazati
njih,oni
sposobna,sposoban
iv,iv
sad,sad
oko,oko
živjeti,živjeti
pokušala,pokušati
ne,ne
ali,ali
softver,softver
mene,ja
brat,brat
nasilno,nasilno
test,test
na,na
gdje,gdje
stalno,stalno
ga,on
sastao,sastati
da,da
ti,ti
gajbe,gajba
prestižnim,prestižan
pucali,pucati
pisanom,pisan
s,sa
warp,warp
snažni,snažan
uspjeli,uspjeti
ga,on
bi,biti
krenu,krenuti
ekonomije,ekonomija
sjedeći,sjedeći
fazi,faza
trošiti,trošiti
mogu,moći
da,da
je,biti
na,na
morali,morati
namještaj,namještaj
računalima,računalo
se,sebe
je,biti
pomoći,pomoći
njih,oni
promijeniti,promijeniti
postao,postati
identično,identično
narodu,narod
a,a
navodna,navodni
eusr,eusr
i,i
usta,usta
vještine,vještina
naplaćuje,naplaćivati
ni,ni
i,i
nekoliko,nekoliko
iz,iz
mogli,moći
kupca,kupac
ona,on
dominiraju,dominirati
isus,isus
puno,puno
imaju,imati
minuta,minuta
može,moći
na,na
srpske,srpski
i,i
preciznost,preciznost
ja,ja
tako,tako
izrasti,izrasti
svijeta,svijet
u,u
borbene,borben
i,i
tanenbaum,tanenbaum
savjetuje,savjetovati
kišiti,kišiti
me,ja
godišnjeg,godišnji
što,što
studenog,studeni
poput,poput
tu,tu
npr,npr
studenom,studeni
turističkih,turistički
koriste,koristiti
karabatić,karabatić
dvoje,dvoje
koji,koji
radi,raditi
od,od
predrasuda,predrasuda
i,i
možemo,moći
koristiti,koristiti
i,i
bilo,biti
će,htjeti
cestom,cesta
je,biti
istaknuo,istaknuti
počasni,počasni
koja,koji
ćete,htjeti
da,da
će,htjeti
strategic,strategic
luksuzni,luksuzan
8,8
i,i
ne,ne
s,sa
kako,kako
softver,softver
20,20
duha,duh
novih,nov
vašu,vaš
ima,imati
kojoj,koji
vozila,vozilo
neću,htjeti
nevladinih,nevladin
sebi,sebe
xbox,xbox
pohranili,pohraniti
koju,koji
je,biti
institucionalnim,institucionalan
ovakvih,ovakav
tvornice,tvornica
zanima,zanimati
priključena,priključiti
bugarski,bugarski
neredima,nered
povrijedi,povrijediti
mislim,misliti
tvrde,tvrditi
i,i
hoteli,hotel
za,za
sam,biti
zagrebu,zagreb
ako,ako
zvijezdom,zvijezda
do,do
ima,imati
potpisani,potpisan
priprava,priprava
su,biti
usprkos,usprkos
ju,on
skoncentriran,skoncentrirati
se,sebe
koja,koji
je,biti
nije,biti
umiranje,umiranje
i,i
možda,možda
više,mnogo
publici,publika
nešto,nešto
cjelokupnog,cjelokupan
s,sa
potpuno,potpuno
sudskom,sudski
energije,energija
na,na
dizajnom,dizajn
objasniti,objasniti
što,što
godine,godina
sukoba,sukob
blizu,blizu
knjižničarima,knjižničar
će,htjeti
kukan,kukan
1984,1984
nije,biti
kiši,kišiti
za,za
prekrasnoj,prekrasan
drugog,drugi
vučetić,vučetić
jednog,jedan
presuda,presuda
o,o
konzultant,konzultant
s,sa
vaterpolista,vaterpolist
cilju,cilj
regijama,regija
osim,osim
perona,peron
male,mali
vlasnik,vlasnik
termin,termin
online,online
prema,prema
15,15
među,među
14000,14000
je,biti
narodna,narodni
ovladati,ovladati
braka,brak
redateljice,redateljica
oni,onaj
ministar,ministar
majčinim,majčin
hrvatski,hrvatski
trudila,truditi
došlo,doći
petar,petar
osam,osam
proizvođača,proizvođač
ljestvice,ljestvica
dinamički,dinamički
selu,selo
vinko,vinko
iz,iz
droga,droga
prošla,proći
2009,2009
i,i
već,već
sebe,sebe
112,112
drugi,drugi
oko,oko
je,biti
te,te
otkriven,otkriti
taj,taj
da,da
ali,ali
u,u
još,još
da,da
ulaziti,ulaziti
rumunjska,rumunjska
zvijezdom,zvijezda
koje,koji
žestoko,žestoko
funkcionira,funkcionirati
za,za
ne,ne
već,već
navijači,navijač
da,da
u,u
ljudi,čovjek
kakve,kakav
ona,onaj
u,u
sajmu,sajam
također,također
mogući,moguć
obveznike,obveznik
soba,soba
odnosu,odnos
posebno,posebno
los,los
i,i
zadnje,zadnji
glavni,glavni
različitu,različit
ali,ali
na,na
pozornici,pozornica
udarala,udarati
je,biti
svjetske,svjetski
protiv,protiv
naglasio,naglasiti
kažem,kazati
godina,godina
koliko,koliko
tijekom,tijekom
koji,koji
potpunosti,potpunost
x,x
coppola,coppola
savjetovanja,savjetovanje
organizirani,organiziran
i,i
a,a
vatra,vatra
ne,ne
njegova,njegov
bilo,biti
tu,tu
svoj,svoj
bude,biti
hrvatskog,hrvatski
kaže,kazati
koje,koji
to,taj
ostati,ostati
s,sa
put,put
s,sa
je,biti
kao,kao
se,sebe
bezopasan,bezopasan
fernandez,fernandez
prvih,prvi
naseljima,naselje
i,i
pfennig,pfennig
staviti,staviti
videokonferencijsko,videokonferencijski
preuzeti,preuzeti
vodim,voditi
vaših,vaš
književnost,književnost
i,i
gogo,gogo
metodi,metoda
njena,njen
navodne,navodni
balkana,balkan
sjedinjenih,sjedinjen
državna,državni
s,sa
na,na
velike,velik
ako,ako
je,biti
u,u
mi,ja
srednjovjekovnim,srednjovjekovni
u,u
podataka,podatak
razredima,razred
godina,godina
trebala,trebati
berlinski,berlinski
ne,ne
vrijeme,vrijeme
volite,voljeti
postali,postati
pravo,prav
posto,posto
namjerama,namjera
sve,sav
nagrada,nagrada
je,biti
za,za
novu,nov
mod,mod
najviše,mnogo
se,sebe
bugattijevim,bugattijev
zaraditi,zaraditi
naredbenoj,naredbeni
je,biti
drugi,drugi
najsloženija,složen
u,u
odbora,odbor
s,sa
moglo,moći
femme,femme
socijalnoj,socijalan
odnosno,odnosno
su,biti
ovakva,ovakav
preventivne,preventivan
uključene,uključiti
policije,policija
četiri,četiri
zbog,zbog
posjed,posjed
josip,josip
da,da
do,do
ovoj,ovaj
ima,imati
zabrinutost,zabrinutost
konačno,konačno
je,biti
u,u
izgubljena,izgubiti
u,u
su,biti
nas,mi
grey,grey
da,da
je,biti
označite,označiti
korisnik,korisnik
za,za
i,i
liječe,liječiti
novi,nov
off,off
osoba,osoba
nijedna,nijedan
tom,taj
mjeseca,mjesec
hrvatske,hrvatski
pretjerano,pretjerano
s,sa
1998,1998
mail,mail
učinila,učiniti
diže,dizati
novcem,novac
nakon,nakon
osim,osim
osoba,osoba
i,i
njihova,njihov
većina,većina
smije,smjeti
nalazi,nalaziti
svjetovima,svijet
je,biti
nedavnom,nedavan
6stupanjskim,6stupanjski
unutar,unutar
kompleksne,kompleksan
jer,jer
a,a
su,biti
sviđaju,sviđati
kod,kod
pronaći,pronaći
ostaju,ostajati
u,u
socijalnim,socijalan
osposobljenih,osposobiti
vode,voda
uređaja,uređaj
najmiliji,mio
u,u
veliki,velik
djelujete,djelovati
ta,taj
nema,nemati
kako,kako
pošteniji,pošten
i,i
pogonu,pogon
potragu,potraga
upropastili,upropastiti
način,način
razvoj,razvoj
i,i
te,te
čak,čak
osobama,osoba
i,i
druge,drugi
za,za
privlačili,privlačiti
hrvatsku,hrvatska
rh,rh
u,u
mirisa,miris
probala,probati
koju,koji
engleskoj,engleska
kućna,kućni
jednostavnosti,jednostavnost
život,život
i,i
slava,slava
sad,sad
prvo,prvi
drugog,drugi
koridora,koridor
to,taj
postavljanje,postavljanje
trendovskim,trendovski
spot,spot
premijer,premijer
promatranje,promatranje
tekućim,tekući
gađao,gađati
izlječenje,izlječenje
napali,napasti
anđeli,anđeo
gdje,gdje
kaže,kazati
projektu,projekt
voli,voljeti
razljutilo,razljutiti
suhe,suh
vlade,vlada
je,biti
i,i
prenijeti,prenijeti
je,biti
godina,godina
još,još
priznanja,priznanje
sam,biti
nije,biti
hladno,hladan
prvi,prvi
rujna,rujan
svjesna,svjestan
pri,pri
li,li
je,biti
kao,kao
centar,centar
najavi,najava
drugi,drugi
i,i
žena,žena
stajalište,stajalište
situacija,situacija
sam,sam
ne,ne
sezonu,sezona
transu,trans
i,i
organizira,organizirati
poput,poput
je,biti
god,god
londona,london
i,i
što,što
imaš,imati
iz,iz
životom,život
i,i
županijski,županijski
završeni,završiti
po,po
sviđala,sviđati
biti,biti
dvojice,dvojica
radio,raditi
jave,java
tome,taj
o,o
te,te
dali,dati
kako,kako
kako,kako
u,u
televizije,televizija
nemoći,nemoć
priopćenju,priopćenje
alat,alat
2011,2011
najvišem,visok
odjel,odjel
uglavnom,uglavnom
drugi,drugi
legitimni,legitiman
okončane,okončati
bilježiti,bilježiti
jutra,jutro
je,biti
o,o
malo,mali
zato,zato
poplavljena,poplaviti
se,sebe
nogometnog,nogometni
da,da
jedne,jedan
udova,ud
duhove,duh
ovog,ovaj
kulture,kultura
izrazilo,izraziti
nacionalnu,nacionalan
umijeća,umijeće
da,da
potpomogla,potpomoći
koliko,koliko
bolje,dobar
mala,mali
zaključci,zaključak
petak,petak
110,110
se,sebe
sam,biti
koalicije,koalicija
pohranu,pohrana
rekao,reći
bazu,baza
i,i
i,i
i,i
ispitanika,ispitanik
ali,ali
bi,biti
i,i
im,oni
studije,studija
stvar,stvar
vidi,vidjeti
kaže,kazati
potpuni,potpun
dana,dan
prijateljima,prijatelj
zamaraju,zamarati
volim,voljeti
nema,nemati
zbog,zbog
isto,isto
s,sa
i,i
se,sebe
staviti,staviti
neke,neki
postrojbama,postrojba
boga,bog
je,biti
osposobljava,osposobljavati
stanište,stanište
prijatelja,prijatelj
kada,kada
mjeri,mjeriti
teoriju,teorija
znači,značiti
europi,europa
to,taj
poželjeti,poželjeti
ste,biti
u,u
državni,državni
događaji,događaj
je,biti
o,o
procesu,proces
drugoj,drugi
izvoz,izvoz
fokusu,fokus
je,biti
srbije,srbija
čudne,čudan
u,u
organizirani,organiziran
to,taj
se,sebe
vrše,vršiti
on,on
austriju,austrija
hrvatskoj,hrvatska
tjelesnom,tjelesni
bio,biti
dobila,dobiti
ovaj,ovaj
se,sebe
sredinom,sredina
13,13
kako,kako
višim,visok
kratki,kratak
želimo,željeti
tip,tip
austrijska,austrijski
malobrojnim,malobrojan
je,biti
je,biti
barem,barem
na,na
zanima,zanimati
ćuti,ćutjeti
glavu,glava
moramo,morati
smo,biti
bio,biti
iako,iako
reformi,reforma
upozoravaju,upozoravati
dojavom,dojava
pripada,pripadati
crkvama,crkva
nekonvencionalnih,nekonvencionalan
primjera,primjer
posljednjih,posljednji
da,da
ma,ma
dogovaranju,dogovaranje
a,a
zapravo,zapravo
pripisuje,pripisivati
sat,sat
pristupom,pristup
ne,ne
doktorice,doktorica
austrijska,austrijski
mene,ja
odbor,odbor
se,sebe
objavljene,objaviti
živost,živost
u,u
drugima,drugi
postigli,postići
ali,ali
za,za
pojedinačno,pojedinačan
otvorenih,otvoren
drugi,drugi
harry,harry
ljudi,čovjek
imovine,imovina
hrvatskoj,hrvatska
golem,golem
kritička,kritički
naišli,naići
kroz,kroz
pavao,pavao
site,site
dostupno,dostupno
medija,medij
nisu,biti
se,sebe
bend,bend
znanje,znanje
sam,biti
odmah,odmah
detektiraju,detektirati
mogućnost,mogućnost
osjet,osjet
švicarskoj,švicarska
ratu,rat
te,te
tretmani,tretman
i,i
u,u
privatizacije,privatizacija
i,i
banke,banka
toplovodnom,toplovodni
ljepše,lijep
medalje,medalja
kabinu,kabina
njih,oni
svojem,svoj
di,di
rezultate,rezultat
u,u
stvorili,stvoriti
debeli,debeo
1,1
posluju,poslovati
nepoznati,nepoznat
u,u
oglas,oglas
da,da
pažljivo,pažljivo
inva,inva
r32,r32
i,i
ja,ja
o,o
kopija,kopija
a,a
zakonom,zakon
dobio,dobiti
najprije,najprije
točka,točka
postigli,postići
ili,ili
sjaj,sjaj
samo,samo
pozornost,pozornost
rh,rh
korak,korak
udaju,udati
u,u
nikada,nikada
zaključke,zaključak
europskim,europski
može,moći
izgubit,izgubiti
jedinici,jedinica
đinđića,đinđić
knjige,knjiga
međuvremenu,međuvrijeme
dolazi,dolaziti
potrebu,potreba
šestak,šestak
valjda,valjda
dani,dan
na,na
club,club
išao,ići
frustracije,frustracija
gdje,gdje
matije,matija
svakog,svaki
gospodarstvo,gospodarstvo
vatikanski,vatikanski
u,u
your,your
u,u
rupert,rupert
je,biti
dio,dio
se,sebe
dobro,dobro
neke,neki
na,na
imate,imati
se,sebe
žele,željeti
u,u
jer,jer
240,240
u,u
burne,buran
jarac,jarac
sada,sada
ljiljana,ljiljana
trenutke,trenutak
razum,razum
jer,jer
u,u
može,moći
de,de
održan,održati
automatske,automatski
ureda,ured
se,sebe
je,biti
up,up
sastava,sastav
ljudi,čovjek
osjećaju,osjećati
jedinstvenom,jedinstven
ako,ako
uskoro,uskoro
mladosti,mladost
odnosi,odnositi
koja,koji
bi,biti
je,biti
analizira,analizirati
u,u
policama,polica
glazbenika,glazbenik
je,biti
beba,beba
kako,kako
banaka,banka
pomoć,pomoć
je,biti
smo,biti
za,za
nastavnike,nastavnik
probleme,problem
su,biti
po,po
moćno,moćno
pozitivno,pozitivno
alternativac,alternativac
ovaca,ovca
što,što
nekim,neki
krivac,krivac
štrajk,štrajk
država,država
aspektima,aspekt
stalnom,stalan
a,a
moguća,moguć
nakon,nakon
udjelom,udio
su,biti
konačnog,konačan
koji,koji
i,i
da,da
je,biti
mogu,moći
koštice,koštica
u,u
za,za
završene,završiti
su,biti
mi,ja
zavoda,zavod
u,u
za,za
sadašnjoj,sadašnji
i,i
ćemo,htjeti
krize,kriza
djeca,dijete
čitavoj,čitav
što,što
možete,moći
u,u
prosvjeda,prosvjed
splitu,split
velikoj,velik
neka,neki
našem,naš
da,da
ne,ne
starijih,star
govoru,govor
slomljenu,slomiti
lani,lani
hrvatske,hrvatska
a,a
računu,račun
su,biti
tvrtke,tvrtka
također,također
protiv,protiv
poziva,poziv
uvredljiv,uvredljiv
održavanje,održavanje
je,biti
smo,biti
gužvu,gužva
novinarima,novinar
kreditnu,kreditan
svjetovima,svijet
u,u
gradić,gradić
i,i
zapadne,zapadni
dijela,dio
jeruzalem,jeruzalem
na,na
da,da
sjedinjenim,sjedinjen
nudi,nuditi
za,za
kontrolu,kontrola
u,u
pristaneš,pristati
sa,sa
temeljne,temeljan
omogućilo,omogućiti
za,za
ima,imati
mi,ja
njemačku,njemačka
proračunskih,proračunski
se,sebe
je,biti
vole,voljeti
još,još
toliko,toliko
godina,godina
dodaju,dodati
toga,taj
zaštiti,zaštita
3,3
državu,država
ne,ne
uporabe,uporaba
izgledi,izgled
nježnosti,nježnost
koje,koji
i,i
sigurnosne,sigurnosni
na,na
i,i
motora,motor
pojačali,pojačati
blokirao,blokirati
dok,dok
potrebna,potreban
stranac,stranac
u,u
x,x
na,na
i,i
trebali,trebati
na,na
da,da
stil,stil
cijelog,cijel
o,o
su,biti
paliti,paliti
sigurno,sigurno
se,sebe
žestoko,žestoko
dr,dr
balkanskih,balkanski
se,sebe
zaposlenih,zaposlen
li,li
rad,rad
bend,bend
sat,sat
usavršavanje,usavršavanje
makedonije,makedonija
miru,mir
da,da
jednu,jedan
imate,imati
i,i
amerikanac,amerikanac
zagrebu,zagreb
nas,mi
yves,yves
pravo,pravo
hrvati,hrvat
uređaja,uređaj
solo,solo
eu,eu
mnogim,mnogi
sam,biti
djeluje,djelovati
i,i
luzer,luzer
puta,put
nas,mi
možete,moći
iz,iz
politike,politika
ponešto,ponešto
bila,biti
rastom,rast
žene,žena
zvijezde,zvijezda
boga,bog
kad,kad
u,u
iz,iz
pjesme,pjesma
kraja,kraj
pridružuje,pridruživati
je,biti
kreiranje,kreiranje
usvajanja,usvajanje
kada,kada
proizvoda,proizvod
gospodarske,gospodarski
u,u
je,biti
neće,htjeti
pogledate,pogledati
prigodu,prigoda
hercegovine,hercegovina
pred,pred
godine,godina
da,da
počesto,počesto
od,od
status,status
manje,malo
istri,istra
kuneva,kuneva
pita,pitati
instalacija,instalacija
kada,kada
ostao,ostati
185,185
dijelu,dio
samo,samo
čijeg,čiji
sony,sony
kuna,kuna
korisnici,korisnik
svoj,svoj
tijela,tijelo
rasprave,rasprava
fanova,fan
će,htjeti
pregovora,pregovor
kosa,kosa
ranjivima,ranjiv
i,i
predstojećoj,predstojeći
anatomiji,anatomija
nitko,nitko
klasičnog,klasičan
2,2
ostvariti,ostvariti
predstavlja,predstavljati
gotovo,gotovo
vodi,voditi
nekoj,neki
završnog,završan
obitelji,obitelj
svjetla,svjetlo
pukla,pući
u,u
gori,gora
tvoje,tvoj
jedna,jedan
zapošljavanje,zapošljavanje
nagradili,nagraditi
takve,takav
koncertne,koncertni
to,taj
i,i
prehranili,prehraniti
predsjednik,predsjednik
dodatke,dodatak
prosvjednika,prosvjednik
drugi,drugi
no,no
tisuća,tisuća
obmanjuju,obmanjivati
iab,iab
home,home
banska,banski
gaga,gaga
u,u
ribiza,ribiz
nesreći,nesreća
kao,kao
tom,taj
trenutačno,trenutačno
s,sa
u,u
na,na
mogu,moći
da,da
strane,strana
dva,dva
grupe,grupa
srbije,srbija
srpnju,srpanj
su,biti
hnsa,hns
vam,vi
funkcije,funkcija
o,o
veliki,velik
modele,model
mjestu,mjesto
samo,samo
u,u
podnošenje,podnošenje
s,sa
lošom,loš
područja,područje
da,da
budalom,budala
i,i
nama,mi
vrhunskim,vrhunski
broj,broj
radio,raditi
mene,ja
smrznuo,smrznuti
treba,trebati
iz,iz
koji,koji
obalno,obalni
se,sebe
grupacije,grupacija
poljoprivrede,poljoprivreda
mi,ja
inspiracije,inspiracija
prioritet,prioritet
ovo,ovaj
ipak,ipak
bitni,bitni
sfere,sfera
to,taj
uvijek,uvijek
britanija,britanija
smatra,smatrati
gamom,gama
antivirusa,antivirus
bila,biti
koji,koji
trudi,truditi
sredstva,sredstvo
dosadašnje,dosadašnji
američkog,američki
slobodno,slobodno
se,sebe
to,taj
ili,ili
i,i
sve,sve
korištenju,korištenje
umjetnika,umjetnik
maski,maska
riječima,riječ
finala,finale
bio,biti
zato,zato
karata,karta
mogu,moći
vitalnim,vitalan
a,a
tog,taj
u,u
znače,značiti
i,i
do,do
koja,koji
ali,ali
šibenske,šibenski
da,da
muzika,muzika
beka,bek
podržao,podržati
su,biti
za,za
ustanovili,ustanoviti
je,biti
utjecajem,utjecaj
postaje,postajati
to,taj
zaposlenih,zaposlen
nekako,nekako
usredotočila,usredotočiti
trebala,trebati
jedan,jedan
pravosudnih,pravosudni
gradskog,gradski
li,li
s,sa
mreže,mreža
jer,jer
dakako,dakako
objavi,objava
se,sebe
manjih,mali
u,u
po,po
142,142
su,biti
je,biti
europi,europa
objektivno,objektivno
zamro,zamrijeti
milan,milan
dok,dok
eura,euro
u,u
sa,sa
i,i
2006,2006
dio,dio
za,za
tamo,tamo
kao,kao
linku,link
investicijskim,investicijski
morali,morati
si,biti
izvozne,izvozni
krugovima,krug
za,za
dokaz,dokaz
mijenja,mijenjati
počinje,počinjati
se,sebe
da,da
objektivnom,objektivan
u,u
te,te
osoba,osoba
taj,taj
dušan,dušan
većina,većina
tek,tek
6,6
nisam,biti
prikovan,prikovati
i,i
emisiji,emisija
o,o
rossi,rossi
bi,biti
se,sebe
i,i
medicine,medicina
hranu,hrana
goslara,goslar
pola,pola
modno,modno
u,u
će,htjeti
mogućnost,mogućnost
i,i
u,u
turniru,turnir
da,da
opisali,opisati
kupiti,kupiti
aleksandre,aleksandra
isključivo,isključivo
zašto,zašto
ali,ali
prethodnih,prethodan
one,onaj
pomoć,pomoć
serija,serija
posao,posao
toga,taj
ili,ili
azil,azil
bez,bez
planira,planirati
danas,danas
zemlji,zemlja
sve,sav
prvi,prvi
sljedećoj,sljedeći
prijeti,prijetiti
očito,očit
splitskoj,splitski
koji,koji
donose,donositi
plenuma,plenum
je,biti
jedinstvenom,jedinstven
se,sebe
manja,mali
ovim,ovaj
do,do
bila,biti
dostupna,dostupan
poginuo,poginuti
im,oni
u,u
neće,htjeti
setimes,setimes
odličnih,odličan
kapljice,kapljica
tijekom,tijekom
prema,prema
kako,kako
u,u
rješavati,rješavati
počast,počast
određenu,određen
će,htjeti
odgovori,odgovoriti
omiljenu,omiljen
o,o
tom,taj
sight,sight
generalno,generalno
zaključio,zaključiti
zapanjujuće,zapanjujuće
bajkama,bajka
da,da
porin,porin
ova,ovaj
zbog,zbog
godine,godina
signali,signal
od,od
frenda,frend
noć,noć
koblenzu,koblenz
ovih,ovaj
dakako,dakako
kozmetika,kozmetika
osam,osam
tumačenja,tumačenje
vremena,vrijeme
dijelom,dio
novih,nov
pruža,pružati
onih,onaj
još,još
odnosu,odnos
potrebnu,potreban
ako,ako
treba,trebati
je,biti
glazba,glazba
vita,vita
možemo,moći
ponovi,ponoviti
promijenite,promijeniti
u,u
ali,ali
340,340
ako,ako
koji,koji
najmanjem,mali
stalno,stalno
su,biti
prijaviti,prijaviti
bogdanovića,bogdanović
faca,faca
ako,ako
i,i
onim,onaj
eu,eu
hashimotov,hashimotov
ferrari,ferrari
u,u
je,biti
programerima,programer
pamćenju,pamćenje
kao,kao
te,taj
alternativu,alternativa
malo,malo
postoje,postojati
služi,služiti
koji,koji
ažurirajući,ažurirati
na,na
premijera,premijer
snagu,snaga
okršaj,okršaj
da,da
češće,često
za,za
i,i
razvijatelja,razvijatelj
da,da
3,3
proglasiti,proglasiti
koji,koji
superiornija,superioran
je,biti
na,na
obnove,obnova
me,ja
lokaliteta,lokalitet
poslije,poslije
20000,20000
se,sebe
stipendiju,stipendija
i,i
na,na
kupila,kupiti
plan,plan
je,biti
da,da
motom,moto
okupirana,okupirati
objavljeno,objaviti
analitičari,analitičar
u,u
ankare,ankara
da,da
uvjerile,uvjeriti
je,biti
hrvatskom,hrvatski
lakovi,lak
izgradnja,izgradnja
prvo,prvi
temelju,temelj
sigurno,siguran
na,na
prijavu,prijava
imala,imati
subotu,subota
u,u
drugih,drugi
pravi,prav
ventilima,ventil
su,biti
potrošačke,potrošački
poštovani,poštovati
riječi,riječ
nastojati,nastojati
1981,1981
korak,korak
trebamo,trebati
oko,oko
strogim,strog
podložni,podložan
je,biti
ljekarni,ljekarna
neodgovarajuća,neodgovarajući
bruxellesu,bruxelles
dobra,dobro
ništa,ništa
i,i
upotrebi,upotreba
ali,ali
napustite,napustiti
nego,nego
jedan,jedan
po,po
treba,trebati
te,te
im,oni
burića,burić
je,on
birača,birač
16,16
razgovarao,razgovarati
ponedjeljak,ponedjeljak
patrijarhalnom,patrijarhalan
ulaznicama,ulaznica
vas,vi
leđa,leđa
nikica,nikica
u,u
je,biti
poluge,poluga
od,od
njemu,on
pitanja,pitanje
na,na
foajeu,foaje
u,u
pravila,pravilo
imati,imati
ii,ii
i,i
zanima,zanimati
član,član
proširiti,proširiti
i,i
sarkozy,sarkozy
je,biti
traženju,traženje
utakmicu,utakmica
za,za
6,6
mjeseci,mjesec
mjesto,mjesto
na,na
i,i
informatičara,informatičar
drugog,drugi
određenim,određen
prema,prema
za,za
su,biti
dana,dan
louise,louise
kliknite,kliknuti
nikada,nikada
brže,brzo
ansamblima,ansambl
isporučio,isporučiti
u,u
s,sa
kulturi,kultura
vlastitog,vlastit
važne,važan
za,za
oni,on
adaptiran,adaptirati
stan,stan
aquarius,aquarius
zloporaba,zloporaba
s,sa
one,onaj
tipovi,tip
boy,boy
bi,biti
38,38
mjeseci,mjesec
utirući,utirati
